Public_ID	Family_ID	Zygosity	Sex	Duplicate	OtherTwin	NRD	nSNPs	Depth	Singletons	TsTv	Discord	Het	HomAlt	NumRelationsIBD0125	PiHat0125	PCAfail	SexCheck	ALSPAC_Pop_Strat_QC	ALSPAC_Relatedness_QC	ALSPAC_Other_QC	PhenoNum	SeqQCPass	PopQCPass	RelQCPass	CotwinQCPass	DuplicateQCPass	Pass
QTL211569	UK10K747	Monozygotic	female	NA	NA	0.338	3402796	6	5763	2.087	0.28	24.93	12.19	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL211571	UK10K518	Monozygotic	female	NA	NA	0.435	3368911	5.136	4577	2.089	0.27	24	11.85	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211573	UK10K257	Monozygotic	female	NA	NA	0.312	3414682	7	5629	2.09	0.15	24.7	12.5	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211577	UK10K124	Monozygotic	female	NA	NA	0.418	3379341	5.909	4836	2.089	0.12	23.64	12.22	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL211579	UK10K746	Monozygotic	female	NA	NA	0.455	3370500	4.909	3951	2.088	0.22	23.32	12.74	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL211582	UK10K1105	Monozygotic	female	NA	NA	0.391	3396560	5.955	4758	2.091	0.09	22.61	12.94	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL211584	UK10K1109	Monozygotic	female	NA	NA	0.45	3382446	5	4557	2.088	0.22	23.16	12.99	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL211586	UK10K827	Monozygotic	female	NA	NA	1.013	3412200	5	4340	2.09	0.6	22.66	12.99	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211590	UK10K749	Monozygotic	female	NA	NA	0.422	3389560	5.318	4868	2.091	0.22	22.48	12.61	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL211592	UK10K916	Monozygotic	female	NA	NA	0.556	3415084	5.909	10718	2.087	0.23	22.93	12.65	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL211598	UK10K1091	Monozygotic	female	NA	NA	0.891	3401194	5	4466	2.09	0.48	22.69	12.18	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL211606	UK10K809	Monozygotic	female	NA	NA	0.421	3375277	5	4618	2.092	0.25	24.15	12.15	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211610	UK10K1087	Monozygotic	female	NA	NA	0.457	3406670	4.955	4310	2.091	0.26	22.47	12.51	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL211611	UK10K1134	Monozygotic	female	NA	NA	0.452	3380762	5.318	4101	2.088	0.24	23.22	12.37	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL211616	UK10K614	Monozygotic	female	NA	NA	0.457	3369070	5	4551	2.091	0.22	23.94	11.73	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL211620	UK10K1102	Monozygotic	female	NA	NA	0.452	3390747	4.955	3827	2.089	0.32	23.83	12.55	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL211624	UK10K955	Monozygotic	female	NA	NA	0.452	3384721	5	3618	2.088	0.12	23.17	12.3	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL211627	UK10K318	Monozygotic	female	NA	UK10K_TW5093553	0.379	3387680	5.136	139	2.089	0.13	23.13	13.36	0	UK10K_TW5093553	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
QTL211629	UK10K773	Monozygotic	female	NA	NA	0.476	3380422	5.091	4457	2.092	0.21	23.28	12.34	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL211631	UK10K826	Monozygotic	female	NA	NA	0.562	3367984	4.5	4299	2.087	0.26	22.99	12.41	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL211633	UK10K760	Monozygotic	female	NA	NA	0.407	3375432	5.864	4690	2.093	0.21	22.81	12.74	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL211638	UK10K846	Monozygotic	female	NA	NA	0.51	3392565	5	7124	2.091	0.23	22.86	12.76	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL211642	UK10K750	Monozygotic	female	NA	NA	0.451	3386367	5	4084	2.092	0.24	22.09	12.92	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL211644	UK10K815	Monozygotic	female	NA	NA	0.646	3387641	4.909	4263	2.092	0.27	23.04	12.75	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL211653	UK10K782	Monozygotic	female	NA	NA	0.479	3370606	5	4694	2.09	0.23	22.85	12.08	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL211655	UK10K1097	Monozygotic	female	NA	UK10K_TW5093418	0.379	3390905	5.818	58	2.09	0.11	23.17	12.01	0	UK10K_TW5093418	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL211659	UK10K349	Monozygotic	female	NA	NA	0.44	3387169	5.182	4648	2.092	0.25	22.6	12.41	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211663	UK10K353	Monozygotic	female	NA	NA	0.34	3396815	6.273	4452	2.092	0.15	24.29	12.38	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211665	UK10K779	Monozygotic	female	NA	NA	0.493	3381668	4.227	3538	2.088	0.33	24.09	13.31	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211667	UK10K911	Monozygotic	female	NA	NA	0.52	3400019	4.955	4296	2.091	0.2	23.55	12.24	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211669	UK10K830	Monozygotic	female	NA	NA	0.39	3392786	5	4821	2.087	0.16	23.76	12.34	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL211671	UK10K811	Monozygotic	female	NA	NA	0.563	3383947	4	4155	2.086	0.25	23.88	11.82	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211673	UK10K356	Monozygotic	female	NA	NA	0.576	3378938	4	3636	2.089	0.33	23.71	12.79	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL211680	UK10K719	Monozygotic	female	NA	NA	0.533	3380744	4.955	4048	2.089	0.31	22.12	12.94	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211685	UK10K340	Monozygotic	female	NA	NA	0.702	3419101	4.091	5015	2.088	0.28	23.16	12.54	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL211686	UK10K415	Monozygotic	female	NA	NA	0.456	3398735	5.5	4720	2.092	0.22	23.29	12.52	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL211689	UK10K337	Monozygotic	female	NA	NA	0.424	3380578	5.909	4366	2.091	0.15	23.97	11.96	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211690	UK10K325	Monozygotic	female	NA	NA	0.444	3382304	5.545	4605	2.091	0.18	24.24	11.94	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL211693	UK10K1135	Monozygotic	female	NA	NA	0.425	3394647	5.909	5335	2.089	0.17	24.99	11.66	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211694	UK10K801	Monozygotic	female	NA	NA	0.527	3407002	5.773	4282	2.092	0.21	22.69	13.3	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211701	UK10K529	Monozygotic	female	NA	NA	0.46	3357768	5	3944	2.088	0.13	23.96	12.5	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL211704	UK10K526	Monozygotic	female	NA	NA	0.495	3384325	5	4400	2.085	0.25	22.65	13.01	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL211705	UK10K491	Monozygotic	female	NA	NA	0.437	3399109	5	4512	2.091	0.26	24.15	12.09	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL211707	UK10K470	Monozygotic	female	NA	NA	0.47	3384849	5.091	4319	2.091	0.34	24.65	11.5	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211713	UK10K484	Monozygotic	female	NA	NA	0.5	3392824	4.727	3720	2.093	0.27	22.92	12.43	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL211716	UK10K506	Monozygotic	female	NA	NA	0.462	3394503	4.909	4062	2.091	0.23	23.85	12	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211718	UK10K544	Monozygotic	female	NA	NA	0.42	3398460	5	4667	2.09	0.24	23.25	12.14	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL211719	UK10K513	Monozygotic	female	NA	NA	0.401	3389286	5.909	5335	2.092	0.17	24.43	11.88	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL211729	UK10K267	Monozygotic	female	NA	NA	0.414	3370189	5.773	4529	2.09	0.22	23.29	12.74	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211730	UK10K398	Monozygotic	female	NA	NA	0.38	3376735	5.955	5574	2.089	0.26	23.02	12.86	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211741	UK10K481	Monozygotic	female	NA	QTL211744	0.45	3378090	4.727	666	2.091	0.18	21.68	12.37	0	QTL211744	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
QTL211744	UK10K481	Monozygotic	female	NA	QTL211741	0.494	3382510	5	1090	2.091	0.21	21.8	12.44	0	QTL211741	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL211745	UK10K490	Monozygotic	female	NA	NA	0.61	3401708	4	5082	2.088	0.27	23.3	13.56	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL211780	UK10K192	Monozygotic	female	NA	NA	0.402	3393212	5.455	4856	2.085	0.16	21.98	12.9	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL211792	UK10K1777	Monozygotic	female	NA	NA	0.32	3419925	7.636	6343	2.088	0.1	24	12.54	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211798	UK10K475	Monozygotic	female	NA	NA	0.424	3380084	5.455	4671	2.09	0.28	24.28	12.19	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211802	UK10K46	Monozygotic	female	NA	NA	0.408	3379290	5.273	4362	2.086	0.22	22.43	12.83	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL211804	UK10K958	Monozygotic	female	NA	NA	0.441	3397883	5	4428	2.089	0.16	22.68	12.08	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL211808	UK10K588	Monozygotic	female	NA	NA	0.396	3379026	5.909	4967	2.089	0.13	24.01	12.12	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL211815	UK10K346	Monozygotic	female	NA	NA	0.406	3407342	5.955	5694	2.09	0.16	24.46	12	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL211823	UK10K1879	Monozygotic	female	NA	NA	0.281	3399966	7.818	5542	2.088	0.16	24.54	12.47	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL211827	UK10K280	Monozygotic	female	NA	NA	0.473	3394295	6.273	5672	2.091	0.19	23.37	11.97	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL211829	UK10K469	Monozygotic	female	NA	NA	0.367	3389239	5.955	4604	2.088	0.19	23.39	12.31	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL211831	UK10K504	Monozygotic	female	NA	NA	0.42	3385672	6	6076	2.093	0.21	23.17	11.95	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL211843	UK10K435	Monozygotic	female	NA	NA	0.499	3388241	4.909	4152	2.09	0.26	25.09	12.35	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL211849	UK10K1363	Monozygotic	female	NA	NA	0.285	3401099	8	7242	2.088	0.13	23.26	12.81	0	NA	NA	NA	NA	NA	NA	24	yes	yes	yes	yes	yes	yes
QTL211867	UK10K1325	Monozygotic	female	NA	NA	0.559	3374499	4	3676	2.088	0.26	23.65	12.32	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL211871	UK10K499	Monozygotic	female	NA	NA	0.467	3392445	5.273	4813	2.089	0.25	23.77	11.83	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL211873	UK10K1570	Monozygotic	female	NA	NA	0.299	3380108	7.773	6157	2.089	0.16	23.61	12.3	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211875	UK10K1599	Monozygotic	female	NA	NA	0.429	3371598	5	4560	2.088	0.25	23.37	12.51	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211877	UK10K1852	Monozygotic	female	NA	NA	0.324	3389082	7.273	6025	2.091	0.17	23.82	12.25	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211880	UK10K262	Monozygotic	female	NA	NA	0.404	3402008	5.909	4959	2.088	0.1	23.79	12.53	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL211887	UK10K1568	Monozygotic	female	NA	NA	0.615	3381159	6	5200	2.092	0.33	23.32	12.21	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL211889	UK10K1341	Monozygotic	female	NA	NA	0.345	3394960	7	5934	2.087	0.08	23.52	13.46	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL211893	UK10K1576	Monozygotic	female	NA	NA	0.501	3382135	4.591	4208	2.087	0.18	22.49	13.2	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL211899	UK10K234	Monozygotic	female	NA	NA	0.929	3364134	3.955	10160	2.089	0.36	14.45	16.88	0	NA	NA	NA	NA	NA	NA	28	yes	yes	yes	yes	yes	yes
QTL211907	UK10K1344	Monozygotic	female	NA	NA	0.888	3438352	4.364	11986	2.09	0.26	22.99	12.43	0	NA	yes	NA	NA	NA	NA	35	yes	no	yes	yes	yes	no
QTL211911	UK10K1020	Monozygotic	female	NA	NA	0.407	3390165	6.227	5945	2.093	0.25	23.57	12.53	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL211915	UK10K1595	Monozygotic	female	NA	NA	0.316	3387243	7.909	6619	2.085	0.17	23.74	12.32	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211917	UK10K1871	Monozygotic	female	NA	NA	0.492	3394985	4.909	4137	2.091	0.28	22.99	13.12	0	NA	NA	NA	NA	NA	NA	39	yes	yes	yes	yes	yes	yes
QTL211918	UK10K517	Monozygotic	female	NA	NA	0.464	3394121	5.773	5076	2.092	0.27	23.13	12.49	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL211920	UK10K1571	Monozygotic	female	NA	NA	0.341	3387439	6.227	5738	2.087	0.12	24.58	12.01	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211933	UK10K248	Monozygotic	female	NA	NA	0.435	3388264	4.955	4350	2.094	0.22	23.77	12.86	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL211938	UK10K543	Monozygotic	female	NA	NA	0.462	3397930	5	4805	2.093	0.26	23.21	12.2	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL211940	UK10K1580	Monozygotic	female	NA	NA	0.395	3391037	7.227	6177	2.085	0.16	23.6	11.87	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL211945	UK10K178	Monozygotic	female	NA	NA	0.449	3387585	5	4282	2.09	0.21	22.88	12.78	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL211948	UK10K486	Monozygotic	female	NA	QTL211949	0.43	3401304	5	850	2.089	0.19	23.21	12.59	0	QTL211949	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
QTL211949	UK10K486	Monozygotic	female	NA	QTL211948	0.456	3397065	5.227	1066	2.094	0.25	23.09	12.46	0	QTL211948	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211950	UK10K244	Monozygotic	female	NA	NA	0.414	3382153	5.773	4878	2.093	0.26	22.4	12.69	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL211953	UK10K278	Monozygotic	female	NA	NA	0.45	3423425	5	4830	2.091	0.16	23.86	12.09	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
QTL211954	UK10K1357	Monozygotic	female	NA	NA	0.317	3408989	7.455	6545	2.087	0.18	24.31	12.04	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL211957	UK10K545	Monozygotic	female	NA	NA	0.438	3372852	5	4442	2.094	0.22	22.85	12.27	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211959	UK10K1756	Monozygotic	female	NA	NA	0.548	3380360	4.045	3400	2.087	0.26	23.7	11.84	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL211961	UK10K399	Monozygotic	female	NA	NA	0.434	3415945	5.955	4987	2.091	0.19	23.89	13	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211975	UK10K1823	Monozygotic	female	NA	NA	0.376	3409521	6.909	10028	2.086	0.28	23.23	12.8	0	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	yes	yes	yes
QTL211981	UK10K472	Monozygotic	female	NA	NA	0.39	3378847	5.409	4418	2.092	0.21	21.44	12.81	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL211985	UK10K266	Monozygotic	female	NA	NA	0.638	3432586	5.864	15668	2.093	0.28	23.49	12.32	0	NA	yes	NA	NA	NA	NA	29	yes	no	yes	yes	yes	no
QTL211986	UK10K905	Monozygotic	female	NA	NA	0.504	3404214	5.864	9627	2.092	0.21	23.97	12.78	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL211989	UK10K1537	Monozygotic	female	NA	NA	0.271	3414936	8	6798	2.086	0.17	22.86	12.61	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL211997	UK10K1616	Monozygotic	female	NA	NA	0.541	3383569	7.682	6537	2.088	0.22	23.52	12.37	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL211999	UK10K1594	Monozygotic	female	NA	NA	0.282	3401802	8.773	6883	2.091	0.1	23.26	13.34	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL212008	UK10K1121	Monozygotic	female	NA	NA	0.72	3388603	5.909	4790	2.09	0.41	23.74	12.21	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL212009	UK10K1346	Monozygotic	female	NA	NA	0.339	3433504	8.909	17971	2.089	0.14	24.99	12.31	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL212013	UK10K1383	Monozygotic	female	NA	NA	0.313	3409353	7.136	5571	2.088	0.1	22.15	13.01	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL212015	UK10K1548	Monozygotic	female	NA	UK10K_TW5093532	0.254	3410835	8.864	280	2.084	0.18	23.97	13.16	0	UK10K_TW5093532	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
QTL212027	UK10K275	Monozygotic	female	NA	NA	0.656	3387246	5.864	7607	2.089	0.32	24.46	12.58	0	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	yes	yes	yes
QTL212033	UK10K1541	Monozygotic	female	NA	NA	0.45	3413602	5	4372	2.088	0.3	25.02	12.32	0	NA	NA	NA	NA	NA	NA	35	yes	yes	yes	yes	yes	yes
QTL212035	UK10K1572	Monozygotic	female	NA	NA	0.313	3396772	8	5533	2.084	0.14	22.86	12.28	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL212036	UK10K1604	Monozygotic	female	NA	QTL212037	0.279	3398284	7.409	404	2.088	0.1	21.65	13.05	0	QTL212037	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
QTL212037	UK10K1604	Monozygotic	female	NA	QTL212036	0.344	3403415	9	793	2.087	0.17	21.8	12.99	0	QTL212036	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL212039	UK10K1551	Monozygotic	female	NA	NA	0.356	3415934	8.227	6320	2.084	0.12	24.37	12.99	0	NA	NA	NA	NA	NA	NA	36	yes	yes	yes	yes	yes	yes
QTL212041	UK10K270	Monozygotic	female	NA	NA	0.442	3390580	5.455	4676	2.093	0.19	23.52	12.51	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL212043	UK10K360	Monozygotic	female	NA	NA	0.728	3394056	5.909	4997	2.091	0.5	23.77	11.53	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL212044	UK10K1313	Monozygotic	female	NA	NA	0.557	3410983	5.864	6351	2.09	0.25	23.61	12.24	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL212047	UK10K227	Monozygotic	female	NA	NA	0.604	3385789	5.682	4592	2.09	0.31	23.18	11.91	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL212049	UK10K1339	Monozygotic	female	NA	NA	0.433	3412426	6.909	5745	2.088	0.19	24.42	12.68	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL212051	UK10K1578	Monozygotic	female	NA	NA	0.308	3420111	8.5	8654	2.087	0.18	22.99	12.88	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL212054	UK10K1257	Monozygotic	female	NA	NA	1.39	3401104	4.864	3781	2.092	0.77	23.72	11.89	0	NA	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
QTL212057	UK10K225	Monozygotic	female	NA	NA	0.423	3383964	5	4469	2.094	0.08	22.15	13.55	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL212059	UK10K514	Monozygotic	female	NA	NA	0.594	3412730	5	8996	2.091	0.33	23.15	12.57	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL212060	UK10K1347	Monozygotic	female	NA	NA	0.249	3382933	8.182	6747	2.088	0.11	23.12	12.1	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
QTL212069	UK10K511	Monozygotic	female	NA	NA	0.399	3400961	6.136	6075	2.09	0.13	24.02	11.99	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
QTL212083	UK10K1821	Monozygotic	female	NA	NA	0.613	3382018	3.909	3364	2.089	0.29	24.13	11.79	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL212085	UK10K336	Monozygotic	female	NA	NA	0.417	3377775	5.818	5169	2.09	0.19	23.65	12.83	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL212089	UK10K814	Monozygotic	female	NA	NA	0.465	3381263	4.909	4299	2.09	0.26	22.5	13.77	0	NA	NA	NA	NA	NA	NA	37	yes	yes	yes	yes	yes	yes
QTL212092	UK10K1603	Monozygotic	female	NA	NA	1.845	3462880	7.682	12203	2.091	0.86	23.84	12.92	0	NA	NA	NA	NA	NA	NA	30	yes	yes	yes	yes	yes	yes
QTL212095	UK10K1218	Monozygotic	female	NA	NA	0.525	3392263	4.227	3758	2.087	0.25	22.31	12.94	0	NA	NA	NA	NA	NA	NA	34	yes	yes	yes	yes	yes	yes
QTL212099	UK10K498	Monozygotic	female	NA	NA	0.466	3385484	4.909	4513	2.091	0.23	24.38	11.95	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL212100	UK10K1627	Monozygotic	female	NA	NA	0.285	3413015	8	8233	2.091	0.12	22.57	13.05	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
QTL212108	UK10K242	Monozygotic	female	NA	NA	0.501	3379318	4.955	4422	2.09	0.16	23.36	12.54	0	NA	NA	NA	NA	NA	NA	29	yes	yes	yes	yes	yes	yes
QTL212116	UK10K473	Monozygotic	female	NA	NA	0.696	3377243	3.273	3176	2.085	0.28	23.56	12.61	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL212120	UK10K1619	Monozygotic	female	NA	NA	0.341	3409133	7.636	6553	2.09	0.19	23.62	12.78	0	NA	NA	NA	NA	NA	NA	27	yes	yes	yes	yes	yes	yes
QTL212124	UK10K516	Monozygotic	female	NA	NA	0.447	3375344	5	5215	2.089	0.26	23.13	11.65	0	NA	NA	NA	NA	NA	NA	38	yes	yes	yes	yes	yes	yes
QTL212133	UK10K1596	Monozygotic	female	NA	NA	0.523	3396763	4	3924	2.087	0.25	24.26	11.61	0	NA	NA	NA	NA	NA	NA	32	yes	yes	yes	yes	yes	yes
QTL212138	UK10K492	Monozygotic	female	NA	NA	0.568	3390236	4.227	3957	2.088	0.26	22.62	12.87	0	NA	NA	NA	NA	NA	NA	40	yes	yes	yes	yes	yes	yes
QTL212140	UK10K539	Monozygotic	female	NA	NA	0.368	3381956	6	5360	2.093	0.1	22.12	13.17	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL212141	UK10K1371	Monozygotic	female	NA	UK10K_TW5093533	0.322	3393626	6.136	128	2.089	0.16	23.74	12.82	0	UK10K_TW5093533	NA	NA	NA	NA	NA	NA	yes	yes	yes	no	yes	no
QTL212143	UK10K1597	Monozygotic	female	NA	NA	0.325	3388611	6.864	5856	2.089	0.1	24.71	12.63	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
QTL212159	UK10K1329	Monozygotic	female	NA	NA	0.397	3389104	5.864	4329	2.09	0.22	22.37	13.06	0	NA	NA	NA	NA	NA	NA	31	yes	yes	yes	yes	yes	yes
QTL212161	UK10K1574	Monozygotic	female	NA	NA	0.252	3397275	8.909	6912	2.088	0.08	23.26	13.13	0	NA	NA	NA	NA	NA	NA	33	yes	yes	yes	yes	yes	yes
